PopName,Area,Sex,Year,YearReg,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
GBR_SCO,01,m,1886,1886,1,O,65910,6,.,.,1
GBR_SCO,01,m,1887,1887,1,O,63842,6,.,.,1
GBR_SCO,01,m,1888,1888,1,O,63129,6,.,.,1
GBR_SCO,01,m,1889,1889,1,O,63303,6,.,.,1
GBR_SCO,01,m,1890,1890,1,O,62187,6,.,.,1
GBR_SCO,01,m,1891,1891,1,O,64769,6,.,.,1
GBR_SCO,01,m,1892,1892,1,O,64356,6,.,.,1
GBR_SCO,01,m,1893,1893,1,O,65010,6,.,.,1
GBR_SCO,01,m,1894,1894,1,O,63857,6,.,.,1
GBR_SCO,01,m,1895,1895,1,O,64799,6,.,.,1
GBR_SCO,01,m,1896,1896,1,O,66214,6,.,.,1
GBR_SCO,01,m,1897,1897,1,O,65817,6,.,.,1
GBR_SCO,01,m,1898,1898,1,O,66814,6,.,.,1
GBR_SCO,01,m,1899,1899,1,O,66778,6,.,.,1
GBR_SCO,01,m,1900,1900,1,O,67147,6,.,.,1
GBR_SCO,01,m,1901,1901,1,O,67753,6,.,.,1
GBR_SCO,01,m,1902,1902,1,O,67442,6,.,.,1
GBR_SCO,01,m,1903,1903,1,O,68087,6,.,.,1
GBR_SCO,01,m,1904,1904,1,O,67794,6,.,.,1
GBR_SCO,01,m,1905,1905,1,O,66750,6,.,.,1
GBR_SCO,01,m,1906,1906,1,O,67461,6,.,.,1
GBR_SCO,01,m,1907,1907,1,O,65901,6,.,.,1
GBR_SCO,01,m,1908,1908,1,O,66826,6,.,.,1
GBR_SCO,01,m,1909,1909,1,O,65725,6,.,.,1
GBR_SCO,01,m,1910,1910,1,O,63144,6,.,.,1
GBR_SCO,01,m,1911,1911,1,O,62274,6,.,.,1
GBR_SCO,01,m,1912,1912,1,O,62931,6,.,.,1
GBR_SCO,01,m,1913,1913,1,O,61464,6,.,.,1
GBR_SCO,01,m,1914,1914,1,O,62974,6,.,.,1
GBR_SCO,01,m,1915,1915,1,O,58392,6,.,.,1
GBR_SCO,01,m,1916,1916,1,O,56471,6,.,.,1
GBR_SCO,01,m,1917,1917,1,O,50011,6,.,.,1
GBR_SCO,01,m,1918,1918,1,O,50373,6,.,.,1
GBR_SCO,01,m,1919,1919,1,O,54771,6,.,.,1
GBR_SCO,01,m,1920,1920,1,O,69719,6,.,.,1
GBR_SCO,01,m,1921,1921,1,O,63075,6,.,.,1
GBR_SCO,01,m,1922,1922,1,O,58826,6,.,.,1
GBR_SCO,01,m,1923,1923,1,O,57332,6,.,.,1
GBR_SCO,01,m,1924,1924,1,O,54919,6,.,.,1
GBR_SCO,01,m,1925,1925,1,O,53426,6,.,.,1
GBR_SCO,01,m,1926,1926,1,O,52362,6,.,.,1
GBR_SCO,01,m,1927,1927,1,O,49314,6,.,.,1
GBR_SCO,01,m,1928,1928,1,O,49584,6,.,.,1
GBR_SCO,01,m,1929,1929,1,O,47769,6,.,.,1
GBR_SCO,01,m,1930,1930,1,O,48069,6,.,.,1
GBR_SCO,01,m,1931,1931,1,O,46972,6,.,.,1
GBR_SCO,01,m,1932,1932,1,O,46579,6,.,.,1
GBR_SCO,01,m,1933,1933,1,O,44767,6,.,.,1
GBR_SCO,01,m,1934,1934,1,O,45414,6,.,.,1
GBR_SCO,01,m,1935,1935,1,O,44965,6,.,.,1
GBR_SCO,01,m,1936,1936,1,O,45323,6,.,.,1
GBR_SCO,01,m,1937,1937,1,O,45035,6,.,.,1
GBR_SCO,01,m,1938,1938,1,O,45447,6,.,.,1
GBR_SCO,01,m,1939,1939,1,O,44687,6,.,.,1
GBR_SCO,01,m,1940,1940,1,O,44234,6,.,.,1
GBR_SCO,01,m,1941,1941,1,O,46104,6,.,.,1
GBR_SCO,01,m,1942,1942,1,O,46405,6,.,.,1
GBR_SCO,01,m,1943,1943,1,O,48473,6,.,.,1
GBR_SCO,01,m,1944,1944,1,O,49519,6,.,.,1
GBR_SCO,01,m,1945,1945,1,O,44774,6,.,.,1
GBR_SCO,01,m,1946,1946,1,O,53857,6,.,.,1
GBR_SCO,01,m,1947,1947,1,O,58010,6,.,.,1
GBR_SCO,01,m,1948,1948,1,O,51858,6,.,.,1
GBR_SCO,01,m,1949,1949,1,O,49183,6,.,.,1
GBR_SCO,01,m,1950,1950,1,O,47822,6,.,.,1
GBR_SCO,01,m,1951,1951,1,O,46699,6,.,.,1
GBR_SCO,01,m,1952,1952,1,O,46268,6,.,.,1
GBR_SCO,01,m,1953,1953,1,O,46853,6,.,.,1
GBR_SCO,01,m,1954,1954,1,O,47414,6,.,.,1
GBR_SCO,01,m,1955,1955,1,O,47526,6,.,.,1
GBR_SCO,01,m,1956,1956,1,O,48951,6,.,.,1
GBR_SCO,01,m,1957,1957,1,O,50350,6,.,.,1
GBR_SCO,01,m,1958,1958,1,O,51018,6,.,.,1
GBR_SCO,01,m,1959,1959,1,O,51126,6,.,.,1
GBR_SCO,01,m,1960,1960,1,O,51938,6,.,.,1
GBR_SCO,01,m,1961,1961,1,O,51964,6,.,.,1
GBR_SCO,01,m,1962,1962,1,O,53943,6,.,.,1
GBR_SCO,01,m,1963,1963,1,O,52669,6,.,.,1
GBR_SCO,01,m,1964,1964,1,O,53696,6,.,.,1
GBR_SCO,01,m,1965,1965,1,O,52037,6,.,.,1
GBR_SCO,01,m,1966,1966,1,O,49772,6,.,.,1
GBR_SCO,01,m,1967,1967,1,O,49627,6,.,.,1
GBR_SCO,01,m,1968,1968,1,O,48884,6,.,.,1
GBR_SCO,01,m,1969,1969,1,O,46660,6,.,.,1
GBR_SCO,01,m,1970,1970,1,O,45038,6,.,.,1
GBR_SCO,01,m,1971,1971,1,O,44467,6,.,.,1
GBR_SCO,01,m,1972,1972,1,O,40280,6,.,.,1
GBR_SCO,01,m,1973,1973,1,O,38601,6,.,.,1
GBR_SCO,01,m,1974,1974,1,O,35824,6,.,.,1
GBR_SCO,01,m,1975,1975,1,O,35017,6,.,.,1
GBR_SCO,01,m,1976,1976,1,O,33501,6,.,.,1
GBR_SCO,01,m,1977,1977,1,O,31993,6,.,.,1
GBR_SCO,01,m,1978,1978,1,O,33059,6,.,.,1
GBR_SCO,01,m,1979,1979,1,O,35351,6,.,.,1
GBR_SCO,01,m,1980,1980,1,O,35395,6,.,.,1
GBR_SCO,01,m,1981,1981,1,O,35283,6,.,.,1
GBR_SCO,01,m,1982,1982,1,O,33911,6,.,.,1
GBR_SCO,01,m,1983,1983,1,O,33656,6,.,.,1
GBR_SCO,01,m,1984,1984,1,O,33144,6,.,.,1
GBR_SCO,01,m,1985,1985,1,O,34120,6,.,.,1
GBR_SCO,01,m,1986,1986,1,O,33874,6,.,.,1
GBR_SCO,01,m,1987,1987,1,O,33970,6,.,.,1
GBR_SCO,01,m,1988,1988,1,O,34060,6,.,.,1
GBR_SCO,01,m,1989,1989,1,O,32504,6,.,.,1
GBR_SCO,01,m,1990,1990,1,O,33898,6,.,.,1
GBR_SCO,01,m,1991,1991,1,O,34419,6,.,.,1
GBR_SCO,01,m,1992,1992,1,O,33610,6,.,.,1
GBR_SCO,01,m,1993,1993,1,O,32374,6,.,.,1
GBR_SCO,01,m,1994,1994,1,O,31399,6,.,.,1
GBR_SCO,01,m,1995,1995,1,O,30652,6,.,.,1
GBR_SCO,01,m,1996,1996,1,O,30523,6,.,.,1
GBR_SCO,01,m,1997,1997,1,O,30516,6,.,.,1
GBR_SCO,01,m,1998,1998,1,O,29496,6,.,.,1
GBR_SCO,01,m,1999,1999,1,O,28246,6,.,.,1
GBR_SCO,01,m,2000,2000,1,O,27196,6,.,.,1
GBR_SCO,01,m,2001,2001,1,O,26786,6,.,.,1
GBR_SCO,01,m,2002,2002,1,O,26218,6,.,.,1
GBR_SCO,01,m,2003,2003,1,O,26906,6,.,.,1
GBR_SCO,01,m,2004,2004,1,O,27769,6,.,.,1
GBR_SCO,01,m,2005,2005,1,O,28083,6,.,.,1
GBR_SCO,01,m,2006,2006,1,O,28473,6,.,.,1
GBR_SCO,01,f,1855,1855,1,O,45545,1,6,.,1
GBR_SCO,01,f,1856,1856,1,O,49582,1,6,.,1
GBR_SCO,01,f,1857,1857,1,O,50257,1,6,.,1
GBR_SCO,01,f,1858,1858,1,O,50324,1,6,.,1
GBR_SCO,01,f,1859,1859,1,O,51915,1,6,.,1
GBR_SCO,01,f,1860,1860,1,O,51220,1,6,.,1
GBR_SCO,01,f,1861,1861,1,O,52403,1,6,.,1
GBR_SCO,01,f,1862,1862,1,O,51812,1,6,.,1
GBR_SCO,01,f,1863,1863,1,O,53115,1,6,.,1
GBR_SCO,01,f,1864,1864,1,O,54959,1,6,.,1
GBR_SCO,01,f,1865,1865,1,O,54850,1,6,.,1
GBR_SCO,01,f,1866,1866,1,O,55307,1,6,.,1
GBR_SCO,01,f,1867,1867,1,O,55527,1,6,.,1
GBR_SCO,01,f,1868,1868,1,O,56292,1,6,.,1
GBR_SCO,01,f,1869,1869,1,O,55033,1,6,.,1
GBR_SCO,01,f,1870,1870,1,O,56431,1,6,.,1
GBR_SCO,01,f,1871,1871,1,O,56099,1,6,.,1
GBR_SCO,01,f,1872,1872,1,O,57472,1,6,.,1
GBR_SCO,01,f,1873,1873,1,O,58233,1,6,.,1
GBR_SCO,01,f,1874,1874,1,O,60109,1,6,.,1
GBR_SCO,01,f,1875,1875,1,O,60146,6,.,.,1
GBR_SCO,01,f,1876,1876,1,O,61715,6,.,.,1
GBR_SCO,01,f,1877,1877,1,O,61733,6,.,.,1
GBR_SCO,01,f,1878,1878,1,O,61573,6,.,.,1
GBR_SCO,01,f,1879,1879,1,O,61384,6,.,.,1
GBR_SCO,01,f,1880,1880,1,O,60784,6,.,.,1
GBR_SCO,01,f,1881,1881,1,O,61451,6,.,.,1
GBR_SCO,01,f,1882,1882,1,O,61653,6,.,.,1
GBR_SCO,01,f,1883,1883,1,O,60579,6,.,.,1
GBR_SCO,01,f,1884,1884,1,O,62778,6,.,.,1
GBR_SCO,01,f,1885,1885,1,O,61557,6,.,.,1
GBR_SCO,01,f,1886,1886,1,O,61980,6,.,.,1
GBR_SCO,01,f,1887,1887,1,O,60576,6,.,.,1
GBR_SCO,01,f,1888,1888,1,O,60140,6,.,.,1
GBR_SCO,01,f,1889,1889,1,O,59480,6,.,.,1
GBR_SCO,01,f,1890,1890,1,O,59339,6,.,.,1
GBR_SCO,01,f,1891,1891,1,O,61217,6,.,.,1
GBR_SCO,01,f,1892,1892,1,O,60687,6,.,.,1
GBR_SCO,01,f,1893,1893,1,O,62100,6,.,.,1
GBR_SCO,01,f,1894,1894,1,O,60510,6,.,.,1
GBR_SCO,01,f,1895,1895,1,O,61695,6,.,.,1
GBR_SCO,01,f,1896,1896,1,O,62958,6,.,.,1
GBR_SCO,01,f,1897,1897,1,O,63060,6,.,.,1
GBR_SCO,01,f,1898,1898,1,O,64047,6,.,.,1
GBR_SCO,01,f,1899,1899,1,O,63955,6,.,.,1
GBR_SCO,01,f,1900,1900,1,O,64254,6,.,.,1
GBR_SCO,01,f,1901,1901,1,O,64439,6,.,.,1
GBR_SCO,01,f,1902,1902,1,O,64825,6,.,.,1
GBR_SCO,01,f,1903,1903,1,O,65438,6,.,.,1
GBR_SCO,01,f,1904,1904,1,O,64809,6,.,.,1
GBR_SCO,01,f,1905,1905,1,O,64660,6,.,.,1
GBR_SCO,01,f,1906,1906,1,O,64544,6,.,.,1
GBR_SCO,01,f,1907,1907,1,O,62939,6,.,.,1
GBR_SCO,01,f,1908,1908,1,O,64536,6,.,.,1
GBR_SCO,01,f,1909,1909,1,O,62944,6,.,.,1
GBR_SCO,01,f,1910,1910,1,O,60915,6,.,.,1
GBR_SCO,01,f,1911,1911,1,O,59576,6,.,.,1
GBR_SCO,01,f,1912,1912,1,O,59859,6,.,.,1
GBR_SCO,01,f,1913,1913,1,O,59052,6,.,.,1
GBR_SCO,01,f,1914,1914,1,O,60960,6,.,.,1
GBR_SCO,01,f,1915,1915,1,O,55789,6,.,.,1
GBR_SCO,01,f,1916,1916,1,O,53471,6,.,.,1
GBR_SCO,01,f,1917,1917,1,O,47430,6,.,.,1
GBR_SCO,01,f,1918,1918,1,O,48181,6,.,.,1
GBR_SCO,01,f,1919,1919,1,O,51497,6,.,.,1
GBR_SCO,01,f,1920,1920,1,O,66827,6,.,.,1
GBR_SCO,01,f,1921,1921,1,O,60126,6,.,.,1
GBR_SCO,01,f,1922,1922,1,O,56259,6,.,.,1
GBR_SCO,01,f,1923,1923,1,O,54570,6,.,.,1
GBR_SCO,01,f,1924,1924,1,O,51981,6,.,.,1
GBR_SCO,01,f,1925,1925,1,O,50711,6,.,.,1
GBR_SCO,01,f,1926,1926,1,O,50087,6,.,.,1
GBR_SCO,01,f,1927,1927,1,O,47358,6,.,.,1
GBR_SCO,01,f,1928,1928,1,O,47238,6,.,.,1
GBR_SCO,01,f,1929,1929,1,O,45111,6,.,.,1
GBR_SCO,01,f,1930,1930,1,O,46480,6,.,.,1
GBR_SCO,01,f,1931,1931,1,O,45248,6,.,.,1
GBR_SCO,01,f,1932,1932,1,O,44421,6,.,.,1
GBR_SCO,01,f,1933,1933,1,O,41779,6,.,.,1
GBR_SCO,01,f,1934,1934,1,O,43422,6,.,.,1
GBR_SCO,01,f,1935,1935,1,O,42963,6,.,.,1
GBR_SCO,01,f,1936,1936,1,O,43605,6,.,.,1
GBR_SCO,01,f,1937,1937,1,O,42775,6,.,.,1
GBR_SCO,01,f,1938,1938,1,O,43180,6,.,.,1
GBR_SCO,01,f,1939,1939,1,O,42226,6,.,.,1
GBR_SCO,01,f,1940,1940,1,O,42158,6,.,.,1
GBR_SCO,01,f,1941,1941,1,O,43644,6,.,.,1
GBR_SCO,01,f,1942,1942,1,O,44298,6,.,.,1
GBR_SCO,01,f,1943,1943,1,O,46196,6,.,.,1
GBR_SCO,01,f,1944,1944,1,O,46401,6,.,.,1
GBR_SCO,01,f,1945,1945,1,O,42150,6,.,.,1
GBR_SCO,01,f,1946,1946,1,O,50556,6,.,.,1
GBR_SCO,01,f,1947,1947,1,O,55137,6,.,.,1
GBR_SCO,01,f,1948,1948,1,O,48486,6,.,.,1
GBR_SCO,01,f,1949,1949,1,O,46491,6,.,.,1
GBR_SCO,01,f,1950,1950,1,O,44708,6,.,.,1
GBR_SCO,01,f,1951,1951,1,O,43940,6,.,.,1
GBR_SCO,01,f,1952,1952,1,O,44154,6,.,.,1
GBR_SCO,01,f,1953,1953,1,O,44060,6,.,.,1
GBR_SCO,01,f,1954,1954,1,O,44901,6,.,.,1
GBR_SCO,01,f,1955,1955,1,O,45013,6,.,.,1
GBR_SCO,01,f,1956,1956,1,O,46362,6,.,.,1
GBR_SCO,01,f,1957,1957,1,O,47627,6,.,.,1
GBR_SCO,01,f,1958,1958,1,O,48463,6,.,.,1
GBR_SCO,01,f,1959,1959,1,O,48125,6,.,.,1
GBR_SCO,01,f,1960,1960,1,O,49354,6,.,.,1
GBR_SCO,01,f,1961,1961,1,O,49205,6,.,.,1
GBR_SCO,01,f,1962,1962,1,O,50391,6,.,.,1
GBR_SCO,01,f,1963,1963,1,O,50022,6,.,.,1
GBR_SCO,01,f,1964,1964,1,O,50659,6,.,.,1
GBR_SCO,01,f,1965,1965,1,O,48623,6,.,.,1
GBR_SCO,01,f,1966,1966,1,O,46764,6,.,.,1
GBR_SCO,01,f,1967,1967,1,O,46594,6,.,.,1
GBR_SCO,01,f,1968,1968,1,O,45902,6,.,.,1
GBR_SCO,01,f,1969,1969,1,O,43630,6,.,.,1
GBR_SCO,01,f,1970,1970,1,O,42297,6,.,.,1
GBR_SCO,01,f,1971,1971,1,O,42261,6,.,.,1
GBR_SCO,01,f,1972,1972,1,O,38270,6,.,.,1
GBR_SCO,01,f,1973,1973,1,O,35791,6,.,.,1
GBR_SCO,01,f,1974,1974,1,O,34269,6,.,.,1
GBR_SCO,01,f,1975,1975,1,O,32926,6,.,.,1
GBR_SCO,01,f,1976,1976,1,O,31394,6,.,.,1
GBR_SCO,01,f,1977,1977,1,O,30349,6,.,.,1
GBR_SCO,01,f,1978,1978,1,O,31236,6,.,.,1
GBR_SCO,01,f,1979,1979,1,O,33015,6,.,.,1
GBR_SCO,01,f,1980,1980,1,O,33497,6,.,.,1
GBR_SCO,01,f,1981,1981,1,O,33771,6,.,.,1
GBR_SCO,01,f,1982,1982,1,O,32285,6,.,.,1
GBR_SCO,01,f,1983,1983,1,O,31422,6,.,.,1
GBR_SCO,01,f,1984,1984,1,O,31962,6,.,.,1
GBR_SCO,01,f,1985,1985,1,O,32556,6,.,.,1
GBR_SCO,01,f,1986,1986,1,O,31938,6,.,.,1
GBR_SCO,01,f,1987,1987,1,O,32271,6,.,.,1
GBR_SCO,01,f,1988,1988,1,O,32152,6,.,.,1
GBR_SCO,01,f,1989,1989,1,O,30976,6,.,.,1
GBR_SCO,01,f,1990,1990,1,O,32075,6,.,.,1
GBR_SCO,01,f,1991,1991,1,O,32605,6,.,.,1
GBR_SCO,01,f,1992,1992,1,O,32179,6,.,.,1
GBR_SCO,01,f,1993,1993,1,O,30963,6,.,.,1
GBR_SCO,01,f,1994,1994,1,O,30257,6,.,.,1
GBR_SCO,01,f,1995,1995,1,O,29399,6,.,.,1
GBR_SCO,01,f,1996,1996,1,O,28773,6,.,.,1
GBR_SCO,01,f,1997,1997,1,O,28924,6,.,.,1
GBR_SCO,01,f,1998,1998,1,O,27823,6,.,.,1
GBR_SCO,01,f,1999,1999,1,O,26901,6,.,.,1
GBR_SCO,01,f,2000,2000,1,O,25880,6,.,.,1
GBR_SCO,01,f,2001,2001,1,O,25741,6,.,.,1
GBR_SCO,01,f,2002,2002,1,O,25052,6,.,.,1
GBR_SCO,01,f,2003,2003,1,O,25526,6,.,.,1
GBR_SCO,01,f,2004,2004,1,O,26188,6,.,.,1
GBR_SCO,01,f,2005,2005,1,O,26303,6,.,.,1
GBR_SCO,01,f,2006,2006,1,O,27217,6,.,.,1
GBR_SCO,01,m,2007,2007,17,O,30570,6,.,.,1
GBR_SCO,01,f,2007,2007,17,O,29471,6,.,.,1
GBR_SCO,01,m,2008,2008,17,O,29694,6,.,.,1
GBR_SCO,01,f,2008,2008,17,O,28087,6,.,.,1
GBR_SCO,01,m,2009,2009,17,O,30165,6,.,.,1
GBR_SCO,01,f,2009,2009,17,O,28881,6,.,.,1
GBR_SCO,01,m,2010,2010,20,O,29872,6,.,.,1
GBR_SCO,01,f,2010,2010,20,O,28919,6,.,.,1
GBR_SCO,01,m,2011,2011,20,O,30111,6,.,.,1
GBR_SCO,01,f,2011,2011,20,O,28479,6,.,.,1
GBR_SCO,01,m,2012,2012,24,O,29713,6,.,.,1
GBR_SCO,01,f,2012,2012,24,O,28314,6,.,.,1
GBR_SCO,01,m,2013,2013,24,O,28828,6,.,.,1
GBR_SCO,01,f,2013,2013,24,O,27186,6,.,.,1
GBR_SCO,01,m,2014,2014,29,O,29056,6,.,.,1
GBR_SCO,01,f,2014,2014,29,O,27669,6,.,.,1
GBR_SCO,01,m,2015,2015,33,O,28354,6,.,.,1
GBR_SCO,01,f,2015,2015,33,O,26744,6,.,.,1
GBR_SCO,01,m,2016,2016,33,O,28236,6,.,.,1
GBR_SCO,01,f,2016,2016,33,O,26252,6,.,.,1
GBR_SCO,01,m,2017,2017,37,O,27215,6,.,.,1
GBR_SCO,01,f,2017,2017,37,O,25646,6,.,.,1
GBR_SCO,01,m,2018,2018,41,O,26332,6,.,.,1
GBR_SCO,01,f,2018,2018,41,O,24976,6,.,.,1
